Solicitud de pedido;Descripción Material;Descripción Servicio;MES;Moneda;Texto Solicitud Pedido;Nombre área solicitante;Fecha Lib. Solped;Denominación GrpComp;Valor total Pedido
1300003015;ALOJAMIENTO CALI FEB - BRAYAN ARIAS;ALOJAMIENTO;febrero;COP; 1 Noche de alojamiento en Hotel Chipichape con Desayuno Incluido  BRAYAN ALEXIS ARIAS MARTINEZ CC. 80031153;CONSULTORIA PRIVADA;26/03/2026;VIAJES;305.168,00
1300003016;ALOJAMIENTO CALI FEB - JESSICA PEÑA;ALOJAMIENTO;febrero;COP; 1 Noche de alojamiento en Hotel Chipichape con Desayuno Incluido  JESSICA RUTH PEÑA TORRES CC. 63555368;CONSULTORIA PRIVADA;26/03/2026;VIAJES;305.168,00
1300003017;ALOJAMIENTO CALI FEB - DIANA GUTIERREZ;ALOJAMIENTO;febrero;COP;;CONSULTORIA PRIVADA;26/03/2026;VIAJES;305.168,00
1300003018;ALOJAMIENTO CALI FEB - JHON RENGIFO;ALOJAMIENTO;febrero;COP;;CONSULTORIA PRIVADA;26/03/2026;VIAJES;305.168,00
1300003020;VUELOS 26 AL 27 FEBRERO;PASAJES AEREOS;febrero;COP; VUELOS - GRADOS ESPECIAIZACIÓN AGCS XXIII - POPAYÁN FECHAS 26 AL 27 FEBRERO PROVEEDOR: ZEPPELIN RESERVA:AAGHWQY;REGIONES;13/03/2026;VIAJES;2.431.476,00
1300003021;VUELOS 23 AL 27 FEBRERO - PILAR PATIÑO;PASAJES AEREOS;febrero;COP; VUELOS - VIAJES COMERCIALES POPAYÁN - MARIA DEL PILAR PATIÑO FECHAS 23 AL 27 FEBRERO PROVEEDOR: ZEPPELIN RESERVA: AAGHWOI.;REGIONES;17/03/2026;VIAJES;1.084.002,00
1000022993;Cotización de la corrección de estilo de;HONORARIOS GESTION DEL CONOCIMIENTO;febrero;COP; Ella Johanna Suárez Pérez BP: 1000174330 RUT 52.424.219-5 Servicio: Cotización de la corrección de estilo de las memorias d;PUBLICACIONES CIENTIFICAS Y DOCENTES;18/02/2026;SERVICIOS PROFESIO;5.983.780,00
1000022994;Diagramación del libro de Resúmenes: Mem;HONORARIOS GESTION DEL CONOCIMIENTO;febrero;COP; Ángela Viviana Díaz Torres BP: 1000331930 CC: 1.014.198.798 e-mail: avivianadiaz@gmail.com Servicios: Me permito según su so;PUBLICACIONES CIENTIFICAS Y DOCENTES;18/02/2026;SERVICIOS PROFESIO;5.003.390,00
1000023000;PLAN PLATA - LATAM HEALTHTECH FORUM #LHT;ALQUILER STAND - CARPAS;febrero;COP; Alianza Estratégica y Seguimiento // Latam HealthTech Forum 2026  PLAN PLATA:  1 speaker en la agenda. 1 espacio comercial. Lo;POSGRADO;06/03/2026;SERVICIOS PROFESIO;12.000.000,00
1000022995;INSTALACION DE PULSADORES P5 Y P7 ASC FU;MANTENIMIENTO MAQUINARIA Y EQUIPO;febrero;COP; SERVICIO SUMINISTRO E INSTALACION DE PULDADORES DE DIRECCION PARA LLAMADO DE ASCENSORES EN PISO 5 Y PISO 7 FUNDADORES, PROVEEDO;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;18/02/2026;SRV MTTO INFRAESTR;671.961,00
1000022996;SERV MTTO PREV CORREC SISTEMA BOMBEO LAB;MANTENIMIENTO MAQUINARIA Y EQUIPO;febrero;COP; SERVICIO DE MTTO CORRECTIVO SISTEMA DE BOMBEO LABORATORIOS P1 LEGACY, PROVEEDOR: ARBOMBAS, VALOR: $1.110.217, CASO:75062;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;18/02/2026;SRV MTTO INFRAESTR;1.110.218,00
1000023032;SIST ILUMINACIÓN AUDITORIO FUNDADORES;;febrero;COP; SUMINISTRO E INSTALACIÓN DE SISTEMA DE ILUMINACIÓN DEL AUDITORIO FUNDADORES, INCLUYE ACOMETIDAS ELÉCTRICAS, SISTEMA DE CONTR;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;19/02/2026;SRV MTTO INFRAESTR;32.630.157,00
1000022997; ROBOT HUMANOIDE UNITREE G1;;febrero;COP; Adquisición robot de humanoide Contrato para adquisición de un Robot Humanoide UNITREE G1 EDU U6, destinado a fortalecer la i;DIRECCIÓN DE INVESTIGACIONES;05/03/2026;ACTIVOS Y/O EQUIPO;329.387.041,00
1000023033;MANILLAS EVENTOS;PROMOCION DIVULGACION;febrero;COP; Manillas eventos- Marketing y creatividad;PREGRADO;19/02/2026;INSTITUCIONALES ;1.428.833,00
1000023014;Sudaderas deportivas;;febrero;COP; SOLICITUD DE CASOS  Actividad:   Uniformes deportivos  Descripción:   Compra de 60 sudadera para los grupos representativos de;BIENESTAR UNIVERSITARIO;25/02/2026;DOTACIÓN Y ELEM. D;9.360.000,00
1000023016;Pendones cabina Reset;PROMOCION DIVULGACION;febrero;COP; SOLICITUD DE CASOS  Actividad:  Pendones Reset cabina de emociones  Descripción:  Compra de pendones de la cabina de emociones;BIENESTAR UNIVERSITARIO;19/02/2026;IMPRESOS ;248.139,00
1000023017;SUSCRIPCION ACTUALICESE;SUSCRIPCIONES;febrero;COP; Solicitud de renovacion suscripcion Actualicese;DIRECCIÓN DE CONTABILIDAD;24/02/2026;LIBROS ;630.000,00
1000023034;Software TouchDesigner;LICENCIAS Y SOFTWARE;febrero;USD; Caso 74451 DERIVATIVE INC BP:1000349249 Servicio: Compra del software TouchDesigner TouchDesigner es una plataforma profesional;UNIDAD DE DESARROLLO;04/03/2026;LICENCIAS Y SUBSCR;900
1300003019;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;febrero;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE SAN ANDRES TURISMO SOSTEIBLE  MARIA DEL PILAR PATIÑO HERRERA - CC. 1012389723 - B;REGIONES;03/03/2026;VIAJES;783.000,00
1300003022;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;febrero;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE COMERCIAL Y GRADOS POPAYÁN  MARIA DEL PILAR PATIÑO HERRERA - CC. 1012389723 - BP;REGIONES;18/02/2026;VIAJES;640.000,00
1300003023;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;febrero;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - GRADOS CAUCA  EDGAR ARTURO GONZALEZ MONGUI  - CC. 1018420260 - BP 1000060982  FECHAS VIA;REGIONES;18/02/2026;VIAJES;280.000,00
1300003024;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;febrero;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE GRADOS POPAYÁN   FABIAN GERARDO DIAZ GARZON - CC. 80.871.890 - BP 1000011399  FEC;REGIONES;18/02/2026;VIAJES;280.000,00
1300003025;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;febrero;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - GRADOS CAUCA  WENDY NATHALIA GARZÓN GARZÓN - CC. 1033789198 - BP 1000113668  FECHAS VI;REGIONES;18/02/2026;VIAJES;540.000,00
1300003030;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;febrero;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE EVENTO PREGRADO TURISMO SAN ANDRES  ZULEIMA NATALY HERNANDEZ TORRES - CC. 10230316;REGIONES;18/02/2026;VIAJES;523.000,00
1300003031;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;febrero;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE EVENTO PREGRADO TURISMO SAN ANDRES  JAIME ANDRES REYES PAEZ - CC. 79797498 - BP 10;REGIONES;18/02/2026;VIAJES;523.000,00
1300003032;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;febrero;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE EVENTO PREGRADO TURISMO SAN ANDRES  JAVIER ALBERTO MORALES AREVALO - CC. 79906174;REGIONES;18/02/2026;VIAJES;538.000,00
1000023007;TRANSPORTE VILLAPINZON;PASAJES TERRESTRES;febrero;COP; Bogotá, 18 Febrero 2026 Señores UNIVERSIDADEAN MAURICIOAVILASANCHEZ Cordial Saludo. Dando respuesta a su solicitud y agradeci;CONTRATACIÓN PÚBLICA;25/02/2026;TRANSPORTE ;780.000,00
1000023003;MATERIAL DIDACTICO DIGITAL;;febrero;COP; 35 LICENCIAS DEL LIBRO VIRTUAL AL DENTE 1 - ITALIANO, CON EL PROVEEDOR ENGLISH LENGUAGE SERVICES SAS PARA LA COHORTE 1 PROMOCI;EDUCACIÓN CONTINUADA PROYECTOS;24/02/2026;ALIMENTACION Y REF;5.118.750,00
1000023024;Barra de sodas;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);febrero;COP; SOLICITUD DE SERVICIO DE BEBIDAS ENEVTO KZEMOS PROVEEDOR GRUPO PROMO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;23/02/2026;ALIMENTACION Y REF;527.240,00
1000023002;Filamento PLA 1.75mm;;febrero;COP; Caso mesa de servicios: Compra filamento FABLAB. Filamento PLA 1.75mm 5kg Azul rey 5kg Negro 5kg Rosado 5kg Naranja 5kg Dorado;UNIDAD DE DESARROLLO;19/02/2026;ELEM. LABORATORIO ;3.225.000,00
1000023022;VALOR TOTAL DE CARGA;BONOS SODEXHO ;febrero;COP; 33 tarjetas alimenticias para los directores de programa y/o área, por un valor de 300.000;FACULTAD DE ADMINISTRACION;18/02/2026;BONOS ;10.182.139,00
1000023005;MEMBRESIA CONECTA 2026;TRAMITES LICENCIAS;febrero;USD; Anticipo del 100% por Pago de Membresía Conecta 2026;GERENCIA IES;24/02/2026;LICENCIAS Y SUBSCR;2.500,00
1000023006;MEMBRESIA CONECTA 2026;TRAMITES LICENCIAS;febrero;USD; Anticipo del 100% por Pago de Membresía Conecta 2026;EAN IMPACTA;24/02/2026;LICENCIAS Y SUBSCR;2.500,00
1300003026;HOTEL ESTELAR BLUE 03 AL 05 DE MARZO;;febrero;COP; ALOJAMIENTO  HOTEL-HOTEL ESTELAR BLUE FECHAS 03 Y05 DE MARZO. VALOR $20.144.980 SOCIALIZACIÓN PROYECTO COMUNIDAD GUNA DULE;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;VIAJES;20.144.988,00
1000023004;CONSTRUCTION MONTH 3;;febrero;USD; HEATHERWICK ADITIONAL CONSTRUCTION-MONTH 3 $22.157 DOLARES AMERICANOS Activo: 130000002 10600801  CONSTRUCCIONES EN CURSO 16150;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;18/02/2026;SERVICIOS PROFESIO;22.157,00
1000023021;Comisión Finder Fee Lenka Buckova;COMISIONES VENTA EXTERNA;febrero;COP; Comisión Finder Fee Lencka Buckova Gestión comercial realizada para lograr la venta de la Consultoría dirigida a la Alcaldí;CONSULTORÍA ESPECIALIZADA;25/02/2026;SERVICIOS PROFESIO;4.950.000,00
1000023023;CAMAROGRAFOS+EQUIPOS;SERVICIOS PARA EVENTOS;febrero;COP; SOLICITUD DE SERVICIO DE CAMAROGRAFOS PARA EVENTO KZEMOS.  PROVEEDOR CAMILO PINZON .;GESTIÓN COMERCIAL EVENTOS EXTERNOS;23/02/2026;SERVICIOS PROFESIO;1.750.000,00
1000023026;APOYO EVENTO;SERVICIOS PARA EVENTOS;febrero;COP; SOLICITUD DE PERSONAL DE LOGISTICA PARA EVENTO KCEMOS.                 PROVEEDOR ADVANTAGE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;24/02/2026;SERVICIOS PROFESIO;5.662.020,00
1000023035;Auditoría de seguimiento sello de no dis;TRAMITES LICENCIAS;febrero;COP; Desarrollo de la auditoría de seguimiento del Sello de no Discriminación con el ente certificador Icontec.;GESTIÓN DE CALIDAD Y DE LOS PROCESOS;23/02/2026;SERVICIOS PROFESIO;3.177.895,00
1000023044; Pelotas antiestrés;PROMOCION DIVULGACION;febrero;COP; SOLICITUD DE CASOS  Actividad:   Pelotas antiestrés  Descripción:   Compra de quinientosmil (500) pelotas antiestrés  Lugar:;BIENESTAR UNIVERSITARIO;24/02/2026;PUBLIC – MATER POP;2.938.705,00
1000023036;Inscripcion Evento;SUSCRIPCIONES  EVENTOS;febrero;COP; Inscripcion evento ASISTENCIA AIFE Conference2026 Juan Manuel Medina.;VICERRECTORÍA DE INNOVACIÓN ACADÉMICA;26/02/2026;EVENTOS ;352.459,00
1000022999;MTTO PLANTAS E 2026 NOGAL-AVCHILE-CALL74;MANTENIMIENTO MAQUINARIA Y EQUIPO;febrero;COP; MTTO PREVENTIVO DE PLANTAS ELÉCTRICAS DE EDIFICIOS LEGACY -FUNDADORES - AV CHILE y CALLE 74. 4 ACTIVIDADES TRIMESTRAL MAYO-AGO;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;SRV MTTO INFRAESTR;9.683.744,00
1000023041;MTTO PREV AA VENTILAC EDF FUNDADORE 2026;MANTENIMIENTO MAQUINARIA Y EQUIPO;febrero;COP; MTTO PREVENTIVO A EQUIPOS DE VENTILACIÓN, EXTRACCIÓN Y AIRE ACONDICIONADO DEL EDIFICIO FUNDADORES POR 12 MESES 3 RUTINAS DE M;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;SRV MTTO INFRAESTR;33.050.660,00
1000023043;MTTO PREVE EQUIPO BOMBEO SEDES EAN 2026;MANTENIMIENTO MAQUINARIA Y EQUIPO;febrero;COP; SERVICIO DE MTTO PREVENTIVO TRIMESTRAL A EQUIPOS DE BOMBEO DE AGUA POTABLE - TRATADA Y POZOS EYECTORES DE LOS EDIFICIOS LEGACY-;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;SRV MTTO INFRAESTR;9.348.131,00
1000023060;MTTO PREV SISTE RCI LEGACY - FUNDAD 2026;MANTENIMIENTO MAQUINARIA Y EQUIPO;febrero;COP; SERVICIO DE MTTO PREVENTIVO AL SISTEMA DE RED CONTRAINCENDIOS RCI DEL EDIFICIO LEGACY Y FUNDADORES (MAR-JUL-NOV 2025). PROCESO;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;SRV MTTO INFRAESTR;14.280.000,00
1000023061;CERTIFI E INSPEC PUNTOS ANCLAJE CUBIERTA;HONORARIOS ASESORIA TECNICA;febrero;COP; CERTIFICACIÓN E INSPECCIÓN DE PUNTOS DE ANCLAJES DE CUBIERTAS LEGACY Y FUNDADORES AÑO 2026  PROCESO DE COMPRAS CUADRO COMPAR;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;SRV MTTO INFRAESTR;6.816.770,00
1000023008;Quantum Force 9400;;febrero;COP; RENOVACION CHECKPOINT Supervisor: Nestor Cantor Proveedor: Softsecurity Valor Total  de la compra: USD $696.070 IVA incluido  V;SEGURIDAD INFORMÁTICA;24/04/2026;HARDWARE ;2.729.974.000,00
1000023027;FACTURA SERVIENTREA Nro. Febrero;CORREO, PORTES Y TELEGRAMAS;febrero;COP;;GESTIÓN DOCUMENTAL;25/03/2026;TRANSPORTE ;1.050.388,00
1000023046;Transporte;TRANSPORTE PERSONAS;febrero;COP; COTIZACIÓN DE LA FOCACCIA GOURMET A UNIVERSIDAD EAN COTIZACION PREFACTURA No. 808 Bogotá, D.C., febrero 13 de 2026 Señores,;FORMACIÓN A LA MEDIDA;27/02/2026;TRANSPORTE ;802.760,00
1000023045;EMBAJADORES FLUVIP;PROMOCION DIVULGACION;febrero;COP; Contenidos: 4 Influencers: 4 4 Reel en Instagram Seguidores: 1.237.557 Vitas: 273.037 Engagement: 5.313 Alcance: 218.430 FLUVIP;PUBLICIDAD;23/02/2026;INSTITUCIONALES ;34.929.286,00
1000023051;Elementos escenografia;PROMOCION DIVULGACION;febrero;COP; Escenografia Santaella- Expo Ean;PUBLICIDAD;23/02/2026;INSTITUCIONALES ;7.973.000,00
1000023052;MICROFONOS EXPO EAN;OTROS SERVICIOS;febrero;COP; MICROFONOS EXPO EAN POSGRADOS   NEXTPRO;POSGRADO;20/02/2026;INSTITUCIONALES ;1.190.000,00
1000023009;ALQUILER EQUIPOS;MANTENIMIENTO MAQUINARIA Y EQUIPO;febrero;COP; CATA DOCTORADOS- 26 DE FEBRERO HOTEL CABRERA IMPERIAL- Alimentación, espacio y alquiler de equipos;POSGRADO;23/02/2026;DOTACIÓN Y ELEM. D;4.665.564,00
1000023042;MANILLAS TYVEK;IMPRESOS PUBLICACIONES;febrero;COP; SOLICITUD DE SERVICIO MANILLAS EVENTO PRIMERA SESION DIALECTICA. PROVEEDOR KATODE;GESTIÓN COMERCIAL EVENTOS EXTERNOS;23/02/2026;IMPRESOS ;91.273,00
1000023050;Materiales para viaje San Andrés;SERVICIOS AUROS;febrero;COP; Marcadores, cintas y papel viaje San Andrés- Regiones;REGIONES;23/02/2026;IMPRESOS ;401.030,00
1000023053;Impresos material expo ean;IMPRESOS PUBLICACIONES;febrero;COP; TARJETAS: Dimensiones: 9 cm x 7 cm. Impresión digital laser sobre propalcote 300 gr, plastificado mate dos caras. 4 x 4 tiro/r;POSGRADO;20/02/2026;IMPRESOS ;368.900,00
1000023019;Barra de sodas;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);febrero;COP; SOLICITUD DE SERVICIO DE BEBIDAS ENVENTO PRIMERA TEMPORADA PETROVERSO PROVEEDOR GRUPO PROMO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;23/02/2026;ALIMENTACION Y REF;762.480,00
1000023038;Barra de sodas;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);febrero;COP; SOLICITUD DE SERVICIO DE BEBIDAS ENVENTO PRIMERA SESION DIALECTICA PROVEEDOR GRUPO PROMO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;25/02/2026;ALIMENTACION Y REF;97.200,00
1000023071;ESTACION PERMANENTE DE CAFÉ CON GALLETAS;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);febrero;COP; SOLICITUD DE SERVICIO DE BEBIDAS ENVENTO EMBAJADA DE FRANCIA PROVEEDOR GRUPO PROMO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;26/02/2026;ALIMENTACION Y REF;11.195.200,00
1000022771;BONOS PARA INDUCCIONES;PROMOCION DIVULGACION;febrero;COP; 5 BONOS COMO PREMIO DE UNA ACTIVIDAD MARTES   20 FAFYCE MIERCOLES 21 FHYCS JUEVES 22 FI VIERNES 23 PREGRADO Y POSTGRADOS VIRTUA;DIRECCIÓN DE EXTENSIÓN COMERCIAL;25/02/2026;BONOS ;1.000.000,00
1000022654;Devolución inversión pauta;PROMOCION DIVULGACION;febrero;COP; A continuación, les presentamos la propuesta de agencia integral para el manejo de la captación de estudiantes para los progr;PUBLICIDAD;24/04/2026;SERVICIOS PROFESIO;254.250.000,00
1000022796;Factura Hurtado Londoño  HL2150;SERVICOS PROFESIONALES DE ASESORAMIENTO;febrero;COP; Servicios profesionales de   Hurtado Londoño y asociados, factura N HL2150;SELECCIÓN DEL TALENTO Y CALIDAD DE VIDA;20/02/2026;SERVICIOS PROFESIO;937.125,00
1000022998;Grayola;IMPRESOS PUBLICACIONES;febrero;USD; Pago suscripción servicio especializado de diseño gráfico y diagramación profesional gestionado a través de la plataforma;OFICINA DE PROYECTOS PMO;23/02/2026;SERVICIOS PROFESIO;1.800,00
1000023037;APOYO EVENTO;SERVICIOS PARA EVENTOS;febrero;COP; SOLICITUD DE PERSONAL DE LOGISTICA PARA PRIMERA TEMPORADA PETROVERSO.                 PROVEEDOR ADVANTAGE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;24/02/2026;SERVICIOS PROFESIO;6.461.700,00
1000023039;APOYO EVENTO;SERVICIOS PARA EVENTOS;febrero;COP; SOLICITUD DE PERSONAL DE LOGISTICA PARA PRIMERA SESION DIALECTICA.                 PROVEEDOR ADVANTAGE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;23/02/2026;SERVICIOS PROFESIO;1.718.360,00
1000023040;STAGE HAND;SERVICIOS PARA EVENTOS;febrero;COP; SOLICITUD DE SERVICIO DE STAGE HAND Y CAMAROGRAFOS PARA PRIMERA SESIOS DE DIALECTICA.  PROVEEDOR NEXTPRO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;23/02/2026;SERVICIOS PROFESIO;1.380.400,00
1000023070;STAGE HAND;SERVICIOS PARA EVENTOS;febrero;COP; SOLICITUD DE SERVICIO DE STAGE HAND ENETO EMBAJADA DE FRANCIA.  PROVEEDOR NEXTPRO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;25/02/2026;SERVICIOS PROFESIO;856.800,00
1000023063;SERV INTERNET ORINOQUIA STARLINK 2026;SERVICIO INTERNET;febrero;COP; SERVICIO DE INTERNET STARLINK EAN ORINIQUÍA AÑO 2026,FORMA DE PAGO MES VENCIDO CON TARJETA DE CRÉDITO. VIGENCIA 01 ENERO AL;EAN ORINOQUIA;27/02/2026;SERVICIOS IT ;2.936.317,00
1000023055;INSTALACIÓN GROMMETS FABLAB;CABLEADO ESTRUCTURADO;febrero;COP; ADECUACIÓN DE PUESTOS DE TRABAJO FABLAB PARA INSTALACIÓN DE GROMMETS Y PUNTOS ELECTRICOS - PROVEEDOR: EXPOSÉ - VALOR:4'277.4;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;SRV MTTO INFRAESTR;4.277.467,00
1000023056;ADECUACIONES LABORATORIOS;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;febrero;COP; ADEUACIONES ADICIONALES LABORATORIOS - PROVEEDOR: RCA;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;SRV MTTO INFRAESTR;2.806.965,00
1000023065;SUMI E INST PASAMANOS ACERO INOX LEGACY;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;febrero;COP; SERVICIO SUMINISTRO E INSTALACION DE PASAMANOS EN ACERO INOXIDABLE EXTERIO EDIFICO LEGACY, PROVEEDOR: SECURITY WINDOWS, VALOR:;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;SRV MTTO INFRAESTR;618.800,00
1000023075;SALIDA ACAD-Parque Industrial Gran Saban;PASAJES TERRESTRES;febrero;COP; Solicitud de salida académica con transporte para el día 23 de febrero  Profesor encargado Johanna Karina Solano Meza cel 300;FACULTAD DE INGENIERÍA;20/02/2026;TRANSPORTE ;800.000,00
1000023029;Hacienda Pública;;febrero;COP; Compra de libro eléctronico por accesos, en la plataforma de eBooks 7-24 con el proveedor Digital Content. Periodo de suscripc;BIBLIOTECA;24/02/2026;LIBROS ELECTRONICO;402.600,00
1000023058;LEADS  LO QUE QUIERES APRENDER;PROMOCION DIVULGACION;febrero;COP; PORTAL ESPECIALIZADO EN EDUCACIÓN LO QUE QUIERES APRENDER LEADS;PUBLICIDAD;17/04/2026;INSTITUCIONALES ;162.000.000,00
1000023083;TERMOS MERCH PYC;PROMOCION DIVULGACION;febrero;COP; BOTILITO METALICO MARK Impresión: Tampografía tinta metálica Tintas: 1 Material: Metálica Tamaño : 21.6 cm x 5.5 cm diá;PREGRADO;23/02/2026;INSTITUCIONALES ;15.470.000,00
1000023084;MONITOREO PUBLICIDAD;PROMOCION DIVULGACION;febrero;COP; Monitoreo de medios tradicionales, monitoreo de redes sociales y análisis de información. STAKEHOLDERS;GESTIÓN DE COMUNICACIONES Y PUBLICIDAD;09/03/2026;INSTITUCIONALES ;19.040.000,00
1000023047;Traducción  Proyecto Libro Humanise de T;IMPRESOS PUBLICACIONES;febrero;USD; Anticipo 100%. Pago Transferencia. Pago de derechos para la Traducción, con el cual se otorgan los derechos exclusivamente en;PUBLICACIONES CIENTIFICAS Y DOCENTES;25/02/2026;LIBROS ;4.500,00
1000023072;Derechos de Propiedad Intelectual;GASTOS DE REGALIAS;febrero;EUR; Anticipo 100%. Pago Transferencia. Pago de derechos para el uso de La foto de portada para su uso internacional. Proyecto Libro;PUBLICACIONES CIENTIFICAS Y DOCENTES;25/02/2026;LIBROS ;200
1000023062;45 pasabocas X $ 12.000;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);febrero;COP; Solciitud compra de 45 regrigerios con el Proveedor la Focaccia Gourmetpara el 23 de febrero 45 pasabocas X $ 12.000 = $ 540.00;VICERRECTORÍA DE INNOVACIÓN ACADÉMICA;20/02/2026;ALIMENTACION Y REF;1.049.400,00
1000023082;ALIMENTACIÓN EXPO EAN;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;febrero;COP; ALIMENTACIÓN EXPO EAN 21 DE FEBRERO estacion de café premium hasta 170 personas que incluye • Café (tinto) ilimitado • I;POSGRADO;20/02/2026;ALIMENTACION Y REF;7.020.650,00
1000023054;TUBOS CAPILARES PARA FUSIOMETRO;;febrero;COP; COMPRA DE CAPILARES PARA FUSIOMETRO (EQUIPO DE LABORATORIO) Proveedor: Auros Químicos Ltda. BP: 1000011817;LABORATORIOS DE INGENIERÍA;25/02/2026;ELEM. LABORATORIO ;547.400,00
1000023080;Fast Charger Block, GaN 6 PortUSB C Ch;;febrero;USD; Proveedor Amazon BP: 1000254772 Carrito: N1ZV9 Compra:Fast Charger Block, GaN 6 Port USB C Charging Station Hub Cube, 100W Mult;UNIDAD DE DESARROLLO;02/03/2026;ELEM. LABORATORIO ;156,63
1000022962;PAN FRANCES - GRUPO PROMO;SERVICIOS AUROS;febrero;COP; CAPACITACIÓN DOCENTE LENGUAS MODERNAS - VARIOS PROVEEDOR : COMERCIALIZADORA ESAN SAS;GERENCIA DE PROYECCIÓN Y CRECIMIENTO;20/02/2026;PAPELERÍA ;129.600,00
1000023057;Renovación periódico El Espectador;SUSCRIPCION MEDIOS DE INFORMACION;febrero;COP;" Renovación a la suscripción al periódico """"El Espectador"""" año 2026 para Biblioteca Periodo de vigencia: 27 de marzo 2026 a";BIBLIOTECA;09/03/2026;LICENCIAS Y SUBSCR;500.650,00
1000023048;Estación de cafe Mutata;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;febrero;COP; Sol Beatriz Goez Hotel Confort Break Mutata Servicio estación de café;CONSULTORÍA ESPECIALIZADA;20/02/2026;VIAJES;90.000,00
1300003027;VUELOS SAN ANDRES;PASAJES AEREOS;febrero;COP; VUELOS VIAJE SAN ANDRES - PREGRADO TURISMO FECHAS: DEL 19 AL 20 FEBRERO ZEPPELIN RESERVA: AAGIMGO - VUELOS PIL,JAIME,ZULE;REGIONES;18/03/2026;VIAJES;3.916.775,00
1300003028;VUELOS SAN ANDRES - JAVIER MORALES;PASAJES AEREOS;febrero;COP; VUELOS VIAJE SAN ANDRES - PREGRADO TURISMO FECHAS 19 AL 20 FEBRERO ZEPPELIN RESERVA: AAGIMFN;REGIONES;18/03/2026;VIAJES;1.443.792,00
1300003040;ALIMENTOS IVA 8%;;febrero;COP; PAGO ALQUILER DE SALÓN HOTEL-HOTEL ESTELAR SQUARE MEDELLIN FECHAS 03 Y05 DE MARZO. VALOR $26.157.733 ELEMENTO PEP:  IF.E72.23.;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/02/2026;VIAJES;26.157.733,00
1000023028;Evaluación del libro: Desarrollo sosteni;HONORARIOS GESTION DEL CONOCIMIENTO;febrero;COP; Proveedor: Peer Review NIT 901739180-9 BP: 1000274887 Servicios Profesionales: Servicio de arbitraje de libro académico servic;PUBLICACIONES CIENTIFICAS Y DOCENTES;25/02/2026;SERVICIOS PROFESIO;2.400.000,00
